,a_mean,a_std,t_mean,t_std,v_mean,v_std
5001,1.6503534988100002,0.0502080928878,0.008911491346370001,0.0043564339751599995,0.651765745343,0.09107659359639998
5002,2.1014134295400004,0.130795728203,0.254941477695,0.0189522239416,1.6288385574200002,0.128444707478
5003,2.02841183512,0.134851173515,0.38767349469499995,0.0193716020112,1.62430707741,0.136343386137
5004,1.9799254788299998,0.135455168479,0.25427747305799997,0.0162835419944,1.98734423335,0.148719031555
5005,2.05451176873,0.0980320155531,0.325562622151,0.025737928748300002,0.823684317171,0.0973842037971
5006,1.8481582182599998,0.11530845455399999,0.297785636925,0.016068566923100002,1.8523424620500002,0.137974191474
5007,1.5363233786000001,0.07850944840719999,0.30647159759500003,0.010501906946,1.76892228179,0.14229863889799998
5008,2.08930973964,0.132799219042,0.26598728546399997,0.0200531821657,1.56866711935,0.127992200404
5009,1.80709099973,0.10918166154799999,0.233240314481,0.015039229552799998,1.80682421,0.141189336452
5010,1.69078400883,0.0824695506623,0.261132852471,0.018901737299400003,1.2702182881100001,0.11474080419600001
5011,1.76528001278,0.10005896972799999,0.321650860361,0.0150011722832,1.6541170902200002,0.13567992420299999
5012,1.6140172830000001,0.08256166650989999,0.387293067686,0.0153670734778,1.49246254079,0.12424783496200001
5013,1.9978456079,0.078922859989,0.153601079538,0.0247505338694,0.608463238013,0.087227721827
5014,1.75615670497,0.0641341567804,0.298282944288,0.0164867819237,0.342132640131,0.0940242917976
5015,2.0506842331099997,0.124929169466,0.286577862903,0.0196038818121,1.5395909282299998,0.122336647364
5016,1.6234659787399999,0.066483486367,0.263746532872,0.0245632253332,0.461466958374,0.100673435695
5017,2.0487935813599996,0.127230303586,0.458265301936,0.0181161603637,1.58364504382,0.13490654068299998
5018,1.85053215401,0.0984018358647,0.27905792225000003,0.021339560674299998,1.37530556194,0.12234306568700001
5019,2.87506008199,0.257806534912,0.205894743825,0.0312834321523,1.64583129867,0.1430383059
5020,2.13303844556,0.183971641712,0.260507796553,0.022715657640299997,2.10219081873,0.155993664651
5021,1.8426293877700002,0.107091206487,0.269663148653,0.0290506665961,1.39871877573,0.117494230902
5022,1.9190491229900002,0.125194648884,0.340179396804,0.045111194683099994,1.18423367572,0.113455350819
5024,1.4100503367800001,0.05243128001209999,0.294043843964,0.010692957138,0.554269539123,0.11476556569900001
5025,2.1001994744,0.120425108867,0.25666005673500003,0.0240453136643,1.37947450032,0.116662700373
5026,1.7337585195700003,0.104324952214,0.298373929719,0.0194114187144,1.5896431816799999,0.133188793935
5027,0.8492655975550001,0.034184812844799996,0.396844443856,0.00356851118431,1.38646972482,0.192234424087
5028,1.7191664288900004,0.0815533404411,0.37449433543899996,0.0209347862762,0.9962608768729999,0.114959880278
5029,2.24476544926,0.18360688558,0.5300410133919999,0.0250688608574,1.6242277509099998,0.16052424385800002
5030,2.21223517433,0.125479829706,0.319668990968,0.0287243763374,1.1914726390600001,0.107777210375
5031,2.43491160702,0.191713730971,0.25932448511,0.026002863320400003,1.5844060657199999,0.133170021546
5032,1.08732144983,0.054452679824599996,0.336282181161,0.005250783565100001,2.29890485358,0.187883630909
5033,1.9063637416099999,0.10933000728700001,0.304832443317,0.0232805120767,1.39782606059,0.123679558173
5034,1.45706196674,0.0552850972512,0.17212360350699998,0.01175910347,0.541717602411,0.10615402643300001
5035,1.89611028433,0.0843295821242,0.332452568985,0.0168057310632,1.00581514931,0.100820307773
5036,2.31371804051,0.172325606992,0.384330315201,0.0235354526082,1.51155516634,0.14480386559900002
5037,2.0264814861300002,0.107767528554,0.260167582506,0.020172864861999998,1.32651152701,0.10993772894500001
5038,1.8376053352000001,0.0827552351285,0.332744706959,0.017806550405900002,0.972334787917,0.10206508822100001
5039,1.70978255442,0.07427039969160001,0.23089653043299999,0.014822402265299999,1.13991635582,0.112848193192
5040,1.8664760520900001,0.0943247393507,0.3695520429,0.0167121448253,1.3518901283200002,0.118043763309
5041,1.68757654865,0.0673390931714,0.133724258095,0.013034449109399998,0.775193580138,0.101781078004
5042,1.2558661368600001,0.0465609420349,0.299728752646,0.00807502933814,0.468665105625,0.12147457503900001
5043,1.8112847864,0.07237809284260001,0.379496304245,0.0158608684054,0.759028267246,0.0994259703447
5044,1.53225470116,0.058464578102599994,0.196009630917,0.010799404564799999,0.568376142256,0.110208945585
5045,1.51233879497,0.0648794061527,0.165367296396,0.0197063386324,0.504454297436,0.106638932415
5046,1.80900864243,0.07169402561680001,0.268430581266,0.017506248164099996,0.600789386736,0.0962057871883
5047,1.38684673248,0.0744057563965,0.421391490361,0.010930173551100002,1.7957966412200002,0.151243536158
5048,1.7050706891799998,0.0887886006632,0.269517088668,0.014182341145799998,1.45935868442,0.126595922137
5049,1.9464580452000002,0.0984379182215,0.211930518961,0.0214211640717,1.29450090348,0.108964744191
5050,1.8285639373,0.11966075844900001,0.211910568543,0.0887865765504,0.39854368839800003,0.0974192669619
5051,2.09661812298,0.112830722334,0.355404516182,0.0225208173349,1.1746101595799998,0.107170466958
5052,1.7249221361400002,0.0685731080905,0.334304610095,0.014829991262,0.6452638193399999,0.100586248184
5053,1.83555970152,0.0866620637937,0.277265947076,0.019800156320599997,1.09299138311,0.108184192873
5054,1.85368381722,0.116873460537,0.235859729245,0.0202501357345,1.7116169541100001,0.146458277139
5055,1.9089372166299998,0.107075243252,0.359221424476,0.018416585527,1.45774616917,0.124130951679
5056,2.04240484976,0.09665508323889999,0.287846712826,0.0198921780455,1.0648304362999998,0.096895464023
5057,1.8382598674900001,0.111933466584,0.275592573035,0.0158749259602,1.71334727522,0.138519165051
5058,1.6808496398800001,0.076224227703,0.287017051135,0.0160900685959,1.15062767892,0.112179702526
5059,1.80057873121,0.0884687743692,0.340191065458,0.0199269515846,1.26715772864,0.112761743446
5060,1.70759520581,0.100555100314,0.27902433551600003,0.013568278149000001,1.7849254934,0.141943168075
5061,2.11813166996,0.090051415441,0.161995246895,0.0294050256544,0.6716264237180001,0.0907226152501
5062,1.4466544779700001,0.0626991305905,0.29712036548,0.0113568201994,1.3037274458299999,0.12853606043500002
5063,1.76492958565,0.07772461803839999,0.353673373549,0.01432944279,1.09712487216,0.107701894539
5065,1.79154482682,0.09658877004139999,0.326475814985,0.0229124521932,1.36726661868,0.117159621239
5066,1.8433225274400002,0.08884433033910001,0.283465584341,0.015820950581499998,1.20831661448,0.111192147578
5067,2.34290065959,0.18684951281,0.29864393415999996,0.0240592979086,1.70519657738,0.145057569213
5068,1.43238445662,0.0739066163355,0.380668394209,0.011224785598799998,1.6672767967200002,0.154106700308
5069,1.89151409753,0.0847345835661,0.253034001911,0.0195708681599,1.04569879514,0.105986262149
5071,1.67950759926,0.0745950632956,0.439310536598,0.013572404524299999,1.0407908842,0.11099155338099999
5072,1.08559159385,0.0418527782121,0.384677237273,0.00859914678964,0.730772815138,0.143396625687
5073,1.73611496938,0.08955856984660002,0.267246536008,0.0156808519804,1.48254390271,0.127004336076
5074,1.59154573571,0.0676580854507,0.428443050344,0.0133087332368,1.07726903655,0.116183896785
5075,2.2696858013099996,0.162534587614,0.365404638363,0.0232125115492,1.6720289828400001,0.130020296645
5076,1.9439709681,0.116477096049,0.233015069457,0.014900440168800001,1.7635592009799999,0.13720685783
5077,1.72425998618,0.0837680116944,0.39400256381300003,0.0159978554483,1.3351477712200002,0.12316782909000001
5078,1.8780968504299997,0.10425544296499999,0.220633963845,0.0155478750762,1.5075916485799998,0.128650981676
5079,2.00134794838,0.128523825099,0.252806237055,0.0166569447078,1.68711958436,0.14034436168199999
5080,2.05656651399,0.129888001172,0.332780324312,0.0196219169163,1.53360906947,0.14170803476
5081,1.8192384915000002,0.10187690580299999,0.28083263386999996,0.0152493231954,1.6616713417299998,0.13219115808700002
5082,1.6009283107700003,0.0641684865637,0.121805155726,0.0221826293062,0.327350818228,0.100159003849
5083,1.81520648837,0.0853801876013,0.315608851066,0.0157893464462,1.22159566534,0.113535877336
5084,2.2418744309200003,0.204941764309,0.31352153500999996,0.0280347331978,2.08100928428,0.157277091328
5085,1.5936033561399998,0.06748460165350001,0.228202799905,0.0159280454767,0.972934115483,0.10817171639699999
5086,1.1776564707600001,0.048014191532,0.185528644553,0.00943980860331,0.700175771105,0.13803553338400001
5087,1.55709511159,0.09539720171710002,0.351411007332,0.011123364387,2.07845324848,0.15947667697
5088,1.9703083422799998,0.12910299720899998,0.26146687314399997,0.0162867178429,1.77038880993,0.140810986127
5089,1.6855927236300001,0.0762860893256,0.25516335241300003,0.0137178397585,1.13878615361,0.11721428681299999
